source,target,weight
33841,35588,1
33842,34117,1
33843,33851,1
33843,34174,1
33843,34212,1
33843,34344,1
33843,34553,1
33843,34713,1
33843,34955,1
33843,34978,1
33843,35034,1
33843,35117,1
33843,35123,1
33843,35125,1
33843,35172,1
33843,35250,1
33843,35353,1
33843,35392,1
33843,35915,1
33843,36247,1
33843,36476,1
33844,34090,1
33844,34713,1
33844,34955,1
33844,34961,1
33844,34982,1
33844,35152,1
33844,35238,1
33844,35264,1
33844,35376,1
33844,35406,1
33844,35856,1
33844,35875,1
33844,36128,1
33848,33860,1
33848,34742,1
33848,35279,1
33849,33882,1
33849,33901,2
33849,33917,1
33849,33923,1
33849,33930,1
33849,33933,1
33849,34601,1
33849,34697,1
33849,34713,1
33849,34779,1
33849,34955,1
33849,35173,1
33849,35245,1
33849,35376,1
33849,35384,1
33849,35502,1
33849,35978,1
33851,34212,1
33851,34553,1
33851,34713,1
33851,34978,1
33851,35123,1
33851,35250,1
33860,34037,1
33860,34308,1
33860,34742,1
33860,34955,1
33860,35030,1
33860,35075,1
33860,35102,1
33860,35174,1
33860,35279,1
33860,35282,1
33860,35350,1
33860,35449,1
33860,35946,1
33861,33965,1
33861,34066,1
33861,34318,1
33861,35279,1
33861,35412,1
33861,35588,1
33861,36463,1
33861,36469,1
33862,34212,1
33862,34955,1
33862,35376,1
33862,35410,1
33862,36362,1
33864,33880,1
33864,33901,1
33864,34037,1
33864,34041,1
33864,34066,1
33864,34097,1
33864,34101,1
33864,34287,1
33864,34357,1
33864,34512,1
33864,34529,1
33864,34536,1
33864,34565,1
33864,34955,1
33864,35010,1
33864,35061,1
33864,35098,1
33864,35102,1
33864,35168,1
33864,35259,1
33864,35376,2
33864,35404,1
33864,35923,1
33868,34404,1
33868,35143,1
33868,35224,1
33868,35286,1
33868,35376,1
33868,35380,1
33868,35454,1
33870,34984,1
33870,35169,1
33871,33941,1
33871,34218,1
33871,34735,1
33871,34747,1
33871,34757,1
33871,34959,1
33871,35264,1
33871,35290,1
33871,35376,1
33871,35404,1
33871,35412,1
33871,35420,1
33871,35897,1
33871,36404,1
33871,36488,1
33875,33901,1
33875,33908,1
33875,34713,1
33875,34725,1
33875,34742,1
33875,34955,1
33875,34998,1
33875,35002,1
33875,35068,1
33875,35132,1
33875,35245,1
33875,35283,1
33875,35786,1
33875,35875,1
33875,36327,1
33880,33901,2
33880,34041,1
33880,34066,1
33880,34095,1
33880,34273,1
33880,34287,1
33880,34343,1
33880,34357,1
33880,34529,1
33880,34536,1
33880,34713,1
33880,34955,1
33880,34978,1
33880,35009,1
33880,35010,2
33880,35061,1
33880,35068,1
33880,35102,2
33880,35161,1
33880,35259,1
33880,35261,1
33880,35264,1
33880,35273,1
33880,35282,1
33880,35297,1
33880,35369,1
33880,35376,1
33880,35380,1
33880,35384,1
33880,35385,1
33880,35404,1
33880,35427,1
33880,35450,1
33880,35918,1
33880,35936,1
33880,35964,1
33880,36061,1
33880,36446,1
33881,34971,1
33881,35856,1
33881,35935,1
33882,33901,1
33882,33917,1
33882,34601,1
33882,34713,1
33882,35173,1
33882,35384,1
33882,35502,1
33882,35978,1
33886,33925,1
33886,34298,1
33886,34802,1
33886,35009,1
33886,35096,1
33886,35243,1
33886,35282,1
33886,35937,1
33886,35969,1
33901,33902,1
33901,33908,2
33901,33913,1
33901,33917,1
33901,33923,1
33901,33930,1
33901,33931,1
33901,33933,1
33901,33944,1
33901,33965,2
33901,34009,1
33901,34018,1
33901,34029,3
33901,34037,1
33901,34041,2
33901,34042,1
33901,34047,1
33901,34053,1
33901,34065,1
33901,34066,2
33901,34093,1
33901,34095,1
33901,34101,1
33901,34134,1
33901,34161,1
33901,34184,1
33901,34230,2
33901,34240,1
33901,34251,1
33901,34256,2
33901,34271,1
33901,34272,1
33901,34273,1
33901,34279,1
33901,34282,1
33901,34286,2
33901,34287,2
33901,34298,5
33901,34308,1
33901,34319,1
33901,34329,1
33901,34343,1
33901,34344,1
33901,34353,1
33901,34357,1
33901,34358,1
33901,34366,2
33901,34373,1
33901,34375,1
33901,34380,1
33901,34382,1
33901,34407,1
33901,34431,1
33901,34435,1
33901,34454,1
33901,34461,1
33901,34507,1
33901,34529,1
33901,34536,2
33901,34575,1
33901,34583,1
33901,34585,1
33901,34590,1
33901,34600,1
33901,34601,1
33901,34603,1
33901,34607,1
33901,34608,1
33901,34614,1
33901,34622,1
33901,34634,2
33901,34647,1
33901,34697,1
33901,34713,8
33901,34719,1
33901,34725,2
33901,34728,2
33901,34742,2
33901,34746,1
33901,34750,1
33901,34768,1
33901,34776,1
33901,34779,1
33901,34786,1
33901,34794,2
33901,34802,1
33901,34955,22
33901,34956,1
33901,34958,1
33901,34961,3
33901,34968,1
33901,34978,1
33901,34998,1
33901,35001,1
33901,35002,1
33901,35004,2
33901,35009,3
33901,35010,4
33901,35026,1
33901,35030,1
33901,35050,1
33901,35061,1
33901,35067,1
33901,35068,3
33901,35082,1
33901,35087,1
33901,35096,1
33901,35102,7
33901,35121,1
33901,35132,1
33901,35143,1
33901,35152,1
33901,35161,1
33901,35168,2
33901,35173,1
33901,35178,3
33901,35228,1
33901,35234,1
33901,35236,1
33901,35239,1
33901,35240,1
33901,35245,4
33901,35250,2
33901,35259,1
33901,35261,2
33901,35264,6
33901,35266,1
33901,35267,1
33901,35273,1
33901,35279,3
33901,35282,2
33901,35283,2
33901,35285,1
33901,35286,1
33901,35289,1
33901,35297,1
33901,35325,1
33901,35350,1
33901,35358,1
33901,35359,1
33901,35360,1
33901,35362,1
33901,35364,1
33901,35368,2
33901,35369,1
33901,35376,13
33901,35378,1
33901,35380,3
33901,35381,1
33901,35384,9
33901,35385,1
33901,35395,2
33901,35404,4
33901,35407,1
33901,35412,2
33901,35414,1
33901,35416,2
33901,35418,2
33901,35420,1
33901,35422,1
33901,35425,1
33901,35427,1
33901,35436,1
33901,35442,1
33901,35445,1
33901,35447,1
33901,35449,1
33901,35450,3
33901,35458,1
33901,35460,1
33901,35461,1
33901,35465,2
33901,35478,2
33901,35482,1
33901,35496,1
33901,35500,1
33901,35502,1
33901,35514,1
33901,35524,1
33901,35532,3
33901,35534,2
33901,35545,2
33901,35557,1
33901,35565,1
33901,35588,4
33901,35627,1
33901,35629,1
33901,35645,1
33901,35656,1
33901,35686,1
33901,35776,1
33901,35781,1
33901,35786,1
33901,35797,1
33901,35808,1
33901,35820,1
33901,35837,1
33901,35841,1
33901,35873,1
33901,35875,1
33901,35912,1
33901,35915,2
33901,35917,1
33901,35918,1
33901,35931,2
33901,35936,1
33901,35937,4
33901,35942,1
33901,35953,1
33901,35964,1
33901,35973,1
33901,35978,1
33901,36001,1
33901,36037,1
33901,36050,1
33901,36061,1
33901,36065,1
33901,36128,1
33901,36241,1
33901,36327,1
33901,36329,1
33901,36356,1
33901,36377,1
33901,36383,1
33901,36399,1
33901,36425,1
33901,36430,1
33901,36446,1
33901,36459,2
33901,36462,1
33901,36471,1
33901,36482,1
33901,36484,1
33901,36488,2
33901,36503,1
33902,34093,1
33902,35003,1
33902,35465,1
33902,36428,1
33903,34161,1
33903,34768,1
33903,34955,1
33903,35020,1
33903,35102,1
33903,35384,1
33903,35588,1
33903,35638,1
33903,36452,1
33903,36488,1
33908,33910,1
33908,33929,1
33908,34101,1
33908,34713,2
33908,34724,1
33908,34725,1
33908,34728,1
33908,34742,1
33908,34763,1
33908,34955,1
33908,34998,1
33908,35002,1
33908,35068,1
33908,35132,1
33908,35245,1
33908,35283,1
33908,35359,1
33908,35376,1
33908,35380,1
33908,35412,1
33908,35483,1
33908,35786,1
33908,35841,1
33908,35875,1
33908,35937,1
33908,36257,1
33908,36327,1
33908,36484,1
33909,34187,1
33909,34887,1
33909,35093,1
33909,35330,1
33909,35392,1
33910,33922,1
33910,33929,1
33910,34294,1
33910,34314,1
33910,34395,1
33910,34713,1
33910,34724,1
33910,34763,1
33910,34955,1
33910,35162,1
33910,35178,1
33910,35371,1
33910,35376,2
33910,35418,1
33910,35442,1
33910,35449,1
33910,35483,1
33910,35788,1
33910,35792,1
33910,36179,1
33910,36241,1
33910,36257,1
33912,33953,1
33912,34998,1
33912,35376,1
33912,35588,1
33912,35629,1
33912,36059,1
33912,36061,1
33912,36328,1
33913,33965,1
33913,34272,1
33913,34719,1
33913,34750,1
33913,34955,1
33913,34975,1
33913,34990,1
33913,35001,1
33913,35102,1
33913,35781,1
33913,35820,1
33913,36065,1
33913,36476,1
33917,34601,1
33917,34713,1
33917,35173,1
33917,35384,1
33917,35502,1
33917,35978,1
33918,34093,1
33918,34326,1
33918,35178,1
33918,35240,1
33918,35325,1
33918,35410,1
33918,35557,1
33918,35588,1
33918,35749,1
33918,35781,1
33918,36328,1
33922,34250,1
33922,34955,1
33922,35259,1
33922,35277,1
33922,35288,1
33922,35418,1
33922,35837,1
33923,33930,1
33923,33933,1
33923,34041,1
33923,34625,1
33923,34697,1
33923,34779,1
33923,34955,1
33923,35245,1
33923,35376,1
33923,35498,1
33923,35641,1
33923,35712,1
33925,34166,1
33925,34180,1
33925,34298,1
33925,34363,1
33925,34719,1
33925,34747,1
33925,34802,1
33925,34955,1
33925,34992,1
33925,35009,1
33925,35062,1
33925,35096,1
33925,35116,1
33925,35133,1
33925,35162,1
33925,35243,1
33925,35282,1
33925,35300,1
33925,35404,1
33925,35412,1
33925,35420,1
33925,35937,1
33925,35969,1
33925,36253,1
33925,36371,1
33929,34724,1
33929,34763,1
33929,34955,1
33929,35064,1
33929,35078,1
33929,35376,2
33929,35449,1
33929,35483,2
33929,36257,1
33929,36310,1
33929,36319,1
33930,33933,1
33930,34036,1
33930,34180,1
33930,34236,1
33930,34375,1
33930,34577,1
33930,34697,1
33930,34779,1
33930,34955,2
33930,35102,1
33930,35245,1
33930,35376,1
33930,35388,1
33931,34961,1
33931,35152,1
33933,34697,1
33933,34779,1
33933,34955,1
33933,35245,1
33933,35376,1
33935,34148,1
33935,35376,1
33935,36276,1
33937,34029,1
33937,34053,1
33937,34461,1
33937,34634,1
33937,34955,1
33937,34956,1
33937,35102,1
33937,35261,1
33937,35264,1
33937,35365,1
33937,35377,1
33937,35454,1
33937,35557,1
33937,35941,1
33941,33953,1
33941,34041,1
33941,34218,1
33941,34284,1
33941,34461,1
33941,34603,1
33941,34650,1
33941,34735,1
33941,34747,1
33941,34757,1
33941,34779,1
33941,34887,2
33941,34955,2
33941,34959,1
33941,34960,1
33941,34984,1
33941,35002,1
33941,35025,1
33941,35125,1
33941,35178,1
33941,35240,1
33941,35264,1
33941,35289,1
33941,35290,1
33941,35376,1
33941,35404,1
33941,35412,1
33941,35420,1
33941,35450,1
33941,35478,1
33941,35530,1
33941,35694,1
33941,35897,1
33941,36404,1
33941,36425,1
33941,36459,1
33941,36471,1
33941,36488,2
33941,36502,1
33943,35277,1
33944,34066,1
33944,34373,1
33944,34768,1
33944,34776,1
33944,35096,1
33944,35285,1
33944,35362,1
33944,35384,1
33944,35545,1
33944,35937,1
33944,36399,1
33945,33965,1
33945,34045,1
33945,34395,1
33945,34507,1
33945,34718,1
33945,34748,1
33945,34955,1
33945,35002,1
33945,35237,1
33945,35376,1
33945,35545,1
33945,35572,1
33945,35629,1
33945,36484,1
33949,34720,1
33949,35974,1
33949,35976,1
33953,34041,1
33953,34270,1
33953,34284,1
33953,34313,1
33953,34359,1
33953,34575,1
33953,34603,1
33953,34643,1
33953,34648,1
33953,34751,1
33953,34887,1
33953,34955,2
33953,34960,1
33953,34998,1
33953,35025,1
33953,35064,1
33953,35068,1
33953,35125,1
33953,35169,1
33953,35250,1
33953,35253,1
33953,35259,1
33953,35264,2
33953,35267,1
33953,35305,1
33953,35376,1
33953,35424,1
33953,35450,1
33953,35454,1
33953,35588,1
33953,35694,1
33953,35696,1
33953,35716,1
33953,36059,1
33953,36281,1
33953,36459,1
33965,34045,1
33965,34066,1
33965,34097,1
33965,34161,1
33965,34251,1
33965,34272,1
33965,34298,1
33965,34318,1
33965,34395,1
33965,34431,1
33965,34461,1
33965,34507,1
33965,34512,1
33965,34619,1
33965,34664,1
33965,34700,1
33965,34713,2
33965,34718,1
33965,34748,1
33965,34763,1
33965,34887,1
33965,34955,4
33965,35001,1
33965,35002,1
33965,35009,2
33965,35022,1
33965,35102,1
33965,35145,1
33965,35178,1
33965,35213,1
33965,35237,1
33965,35245,1
33965,35279,1
33965,35293,1
33965,35376,1
33965,35377,1
33965,35404,1
33965,35412,1
33965,35458,1
33965,35517,1
33965,35545,1
33965,35572,1
33965,35588,2
33965,35629,2
33965,35781,1
33965,35820,1
33965,35937,1
33965,36065,1
33965,36289,1
33965,36459,1
33965,36463,1
33965,36469,1
33965,36484,1
33965,36515,1
33970,34957,1
33970,35180,1
33970,35627,1
33970,35635,1
33970,36375,1
33987,34735,1
33987,35172,1
33987,35297,1
33987,35369,1
33987,35588,1
34009,34802,1
34009,35422,1
34009,35973,1
34009,36307,1
34012,35009,1
34012,36310,1
34014,35131,1
34014,35557,1
34014,36340,1
34017,34171,1
34017,34298,1
34017,34713,1
34017,34955,1
34017,35295,1
34017,35358,1
34017,35376,1
34017,35412,1
34018,34358,1
34018,34955,1
34018,34958,1
34018,34961,1
34018,35121,1
34018,35915,1
34018,36377,1
34020,34087,1
34020,34742,1
34020,34745,1
34020,35242,1
34020,35449,1
34025,34391,1
34025,34750,1
34025,35424,1
34025,36310,1
34029,34035,1
34029,34053,1
34029,34101,1
34029,34117,1
34029,34179,1
34029,34191,1
34029,34198,1
34029,34249,1
34029,34286,1
34029,34298,1
34029,34380,1
34029,34435,1
34029,34454,1
34029,34461,1
34029,34480,1
34029,34536,2
34029,34585,1
34029,34590,1
34029,34634,1
34029,34955,6
34029,34956,1
34029,34961,1
34029,34979,1
34029,34990,1
34029,35033,1
34029,35102,1
34029,35111,1
34029,35123,1
34029,35161,1
34029,35162,1
34029,35232,1
34029,35261,2
34029,35264,3
34029,35266,1
34029,35279,1
34029,35282,1
34029,35290,1
34029,35360,1
34029,35365,1
34029,35368,1
34029,35376,2
34029,35377,1
34029,35392,1
34029,35395,1
34029,35418,1
34029,35425,1
34029,35445,1
34029,35449,1
34029,35454,1
34029,35461,1
34029,35465,1
34029,35481,1
34029,35532,1
34029,35534,1
34029,35545,1
34029,35557,1
34029,35629,2
34029,35638,1
34029,35656,1
34029,35716,1
34029,35913,1
34029,35915,1
34029,35925,1
34029,35945,1
34029,35973,1
34029,35991,1
34029,36001,2
34029,36320,1
34029,36329,1
34029,36378,1
34029,36425,1
34029,36488,1
34034,34079,1
34034,34313,1
34034,34515,1
34034,34587,1
34034,34615,1
34034,35030,1
34034,35243,1
34034,35282,1
34034,35283,1
34034,35376,1
34034,35506,1
34034,35524,1
34034,35548,1
34034,35687,1
34034,35869,1
34034,35973,1
34034,36484,1
34035,34101,1
34035,34536,1
34035,34890,1
34035,34955,1
34035,34961,1
34035,34990,1
34035,35123,1
34035,35232,1
34035,35271,1
34035,35290,1
34035,35716,1
34035,35991,1
34035,36320,1
34035,36421,1
34036,34212,1
34036,34215,1
34036,34615,1
34036,35140,1
34037,34097,1
34037,34101,1
34037,34256,1
34037,34308,1
34037,34512,1
34037,34634,1
34037,34955,2
34037,35030,1
34037,35075,1
34037,35098,1
34037,35102,1
34037,35168,2
34037,35174,1
34037,35264,1
34037,35282,1
34037,35350,1
34037,35376,1
34037,35384,1
34037,35418,1
34037,35449,1
34037,35776,1
34037,35923,1
34037,35931,1
34037,35946,1
34041,34066,2
34041,34101,1
34041,34287,1
34041,34308,1
34041,34314,1
34041,34315,1
34041,34357,1
34041,34359,1
34041,34375,1
34041,34502,1
34041,34527,1
34041,34529,1
34041,34536,2
34041,34603,1
34041,34625,1
34041,34643,1
34041,34648,1
34041,34677,1
34041,34760,1
34041,34779,1
34041,34887,1
34041,34955,5
34041,34984,1
34041,35009,2
34041,35010,1
34041,35061,1
34041,35068,2
34041,35079,1
34041,35102,1
34041,35162,1
34041,35168,1
34041,35240,1
34041,35246,1
34041,35251,1
34041,35257,1
34041,35259,1
34041,35264,1
34041,35305,1
34041,35330,1
34041,35350,1
34041,35376,3
34041,35380,1
34041,35404,1
34041,35407,1
34041,35412,1
34041,35416,1
34041,35424,1
34041,35447,1
34041,35450,1
34041,35455,1
34041,35498,1
34041,35524,1
34041,35588,2
34041,35629,1
34041,35641,1
34041,35696,1
34041,35712,1
34041,35716,1
34041,35777,1
34041,35788,1
34041,36000,1
34041,36128,1
34041,36266,1
34041,36311,1
34041,36426,1
34041,36459,1
34041,36471,1
34041,36488,2
34042,34647,1
34042,34746,1
34042,34955,1
34042,35010,1
34042,35245,1
34042,35376,1
34042,35384,1
34042,35404,1
34042,35449,1
34042,35465,1
34042,35534,1
34042,35808,1
34042,36050,1
34043,34097,1
34043,34138,1
34043,35145,1
34043,35416,1
34045,34395,1
34045,34507,1
34045,34718,1
34045,34748,1
34045,34955,2
34045,35002,1
34045,35075,1
34045,35237,1
34045,35261,1
34045,35376,1
34045,35545,1
34045,35572,1
34045,35629,1
34045,36484,1
34047,34435,1
34047,34956,1
34047,35234,1
34047,35937,1
34053,34366,1
34053,34461,1
34053,34634,1
34053,34955,1
34053,34956,1
34053,35102,1
34053,35261,1
34053,35264,1
34053,35365,1
34053,35377,1
34053,35384,1
34053,35447,1
34053,35454,1
34053,35557,1
34053,36471,1
34061,34683,1
34061,34742,1
34061,35036,1
34061,35050,1
34061,35123,1
34061,35376,1
34061,36375,1
34065,34725,1
34065,34955,1
34065,35102,1
34065,35236,1
34065,35404,1
34065,36462,1
34066,34287,1
34066,34298,1
34066,34318,1
34066,34357,1
34066,34373,1
34066,34527,1
34066,34529,1
34066,34536,1
34066,34614,1
34066,34760,1
34066,34768,1
34066,34776,1
34066,34955,2
34066,35010,1
34066,35038,1
34066,35061,1
34066,35096,1
34066,35102,2
34066,35133,1
34066,35209,1
34066,35259,1
34066,35274,1
34066,35279,1
34066,35285,1
34066,35289,1
34066,35362,1
34066,35376,1
34066,35380,1
34066,35384,1
34066,35404,1
34066,35407,1
34066,35412,1
34066,35420,1
34066,35447,1
34066,35453,1
34066,35524,1
34066,35545,1
34066,35588,1
34066,35749,1
34066,35788,1
34066,35860,1
34066,35937,1
34066,36001,1
34066,36266,1
34066,36378,1
34066,36399,1
34066,36459,1
34066,36463,1
34066,36469,1
34066,36488,1
34077,34737,1
34077,36430,1
34079,34313,1
34079,34615,1
34079,35283,1
34079,35376,1
34079,35506,1
34079,35524,1
34079,35869,1
34079,36484,1
34080,34495,1
34080,34536,1
34080,34713,1
34080,35061,1
34080,35102,1
34080,35133,1
34080,35146,1
34080,35384,1
34080,36059,1
34088,35008,1
34088,36276,1
34090,34713,1
34090,34955,1
34090,34961,1
34090,35152,1
34090,35238,1
34090,35264,1
34090,35376,1
34090,35406,1
34090,36128,1
34093,35178,1
34093,35240,1
34093,35325,1
34093,35410,1
34093,35465,1
34093,35588,1
34093,35749,1
34093,35781,1
34093,36328,1
34095,34273,1
34095,34343,1
34095,34713,1
34095,34978,1
34095,35009,1
34095,35010,1
34095,35068,1
34095,35102,1
34095,35161,1
34095,35261,1
34095,35264,1
34095,35273,1
34095,35282,1
34095,35297,1
34095,35369,1
34095,35380,1
34095,35384,1
34095,35385,1
34095,35427,1
34095,35450,1
34095,35918,1
34095,35936,1
34095,35964,1
34095,36061,1
34095,36446,1
34097,34101,1
34097,34138,1
34097,34298,1
34097,34512,1
34097,34619,1
34097,34700,1
34097,34713,1
34097,34763,1
34097,34955,2
34097,35009,1
34097,35022,1
34097,35098,1
34097,35145,1
34097,35168,1
34097,35245,1
34097,35293,1
34097,35376,1
34097,35377,1
34097,35416,1
34097,35517,1
34097,35588,1
34097,35629,1
34097,35638,1
34097,35923,1
34097,35937,1
34097,36289,1
34097,36319,1
34097,36431,1
34097,36515,1
34101,34161,1
34101,34188,1
34101,34308,1
34101,34314,1
34101,34391,1
34101,34512,1
34101,34536,1
34101,34603,1
34101,34713,1
34101,34728,1
34101,34750,2
34101,34955,2
34101,34961,1
34101,34990,1
34101,35002,1
34101,35068,2
34101,35098,1
34101,35123,1
34101,35145,1
34101,35162,1
34101,35168,3
34101,35169,2
34101,35232,1
34101,35246,1
34101,35251,1
34101,35257,1
34101,35290,1
34101,35359,1
34101,35376,3
34101,35380,1
34101,35412,2
34101,35455,1
34101,35588,1
34101,35716,1
34101,35777,1
34101,35841,1
34101,35875,1
34101,35923,1
34101,35937,1
34101,35963,1
34101,35991,1
34101,36000,1
34101,36319,1
34101,36320,1
34101,36426,1
34101,36484,1
34117,34198,1
34117,34955,2
34117,34979,1
34117,35264,1
34117,35384,1
34117,35460,1
34117,35588,1
34117,35913,1
34117,35925,1
34117,36001,1
34117,36457,1
34118,34291,1
34118,34719,1
34118,35149,1
34118,35369,1
34118,35376,1
34118,35458,1
34118,35529,1
34118,36251,1
34118,36266,1
34121,34713,1
34121,34728,1
34121,34735,1
34121,34763,1
34121,34990,1
34121,35009,1
34121,35168,1
34121,35169,1
34121,35172,1
34121,35261,1
34121,35264,1
34121,35384,1
34121,36516,1
34125,35376,1
34134,34184,1
34134,34253,1
34134,34525,1
34134,34719,1
34134,35028,1
34134,35279,1
34134,35285,1
34134,35350,1
34134,35442,1
34134,35500,1
34134,35565,1
34134,35957,1
34134,36429,1
34134,36476,1
34138,34263,1
34138,34461,1
34138,34507,1
34138,35145,1
34138,35232,1
34138,35409,1
34138,35416,1
34138,35829,1
34138,36484,1
34141,34333,1
34141,34404,1
34141,34759,1
34141,34761,1
34141,35410,1
34148,34375,1
34148,35376,1
34154,34287,1
34154,36322,1
34161,34251,1
34161,34431,1
34161,34461,1
34161,34713,1
34161,34750,1
34161,34768,1
34161,34955,1
34161,35020,1
34161,35068,1
34161,35102,1
34161,35145,1
34161,35169,1
34161,35178,1
34161,35246,1
34161,35250,1
34161,35384,1
34161,35458,1
34161,35588,1
34161,35638,1
34161,35963,1
34161,36452,1
34161,36459,1
34161,36488,1
34164,34331,1
34164,34681,1
34164,34727,1
34164,34955,1
34164,35009,1
34164,35074,1
34164,35098,1
34164,35157,1
34164,35264,1
34164,35442,1
34164,35449,1
34164,36030,1
34164,36277,1
34164,36404,1
34166,34180,1
34166,34363,1
34166,34719,1
